key,group,candidate_stroke_count,template_stroke_count,Stroke_Difference,Normalized_Stroke_Difference,Stroke_Ratio,Stroke_Similarity
SLD1_576_102,A_TrueMR,8.0,2.0,6.0,3.0,4.0,0.14285714285714285
SLD1_878_119,A_TrueMR,10.0,2.0,8.0,4.0,5.0,0.1111111111111111
SLD1_753_202,B_DominantFP,9.0,2.0,7.0,3.5,4.5,0.125
SLD1_459_102,B_DominantFP,10.0,2.0,8.0,4.0,5.0,0.1111111111111111
SLD1_580_103,B_DominantFP,8.0,2.0,6.0,3.0,4.0,0.14285714285714285
SLD1_1172_177,B_DominantFP,39.0,2.0,37.0,18.5,19.5,0.02631578947368421
SLD1_672_202,B_DominantFP,33.0,2.0,31.0,15.5,16.5,0.03125
SLD1_93_159,B_DominantFP,34.0,2.0,32.0,16.0,17.0,0.030303030303030304
SLD1_754_202,A_TrueMR,7.0,2.0,5.0,2.5,3.5,0.16666666666666666
SLD3_1384_185,B_DominantFP,20.0,2.0,18.0,9.0,10.0,0.05263157894736842
SLD3_1252_185,B_DominantFP,23.0,2.0,21.0,10.5,11.5,0.045454545454545456
SLD3_1460_185,B_DominantFP,22.0,2.0,20.0,10.0,11.0,0.047619047619047616
SLD4_299_146,B_DominantFP,22.0,2.0,20.0,10.0,11.0,0.047619047619047616
SLD7_1434_501,B_DominantFP,24.0,2.0,22.0,11.0,12.0,0.043478260869565216
SLD3_158_127,B_DominantFP,26.0,2.0,24.0,12.0,13.0,0.04
SLD10_972_645,B_DominantFP,27.0,2.0,25.0,12.5,13.5,0.038461538461538464
SLD4_226_146,B_DominantFP,20.0,2.0,18.0,9.0,10.0,0.05263157894736842
SLD7_1229_744,B_DominantFP,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD7_1284_84,B_DominantFP,18.0,2.0,16.0,8.0,9.0,0.058823529411764705
SLD3_1540_185,B_DominantFP,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD3_1094_184,B_DominantFP,23.0,2.0,21.0,10.5,11.5,0.045454545454545456
SLD4_508_148,B_DominantFP,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD1_1178_177,B_DominantFP,32.0,2.0,30.0,15.0,16.0,0.03225806451612903
SLD7_1288_456,B_DominantFP,25.0,2.0,23.0,11.5,12.5,0.041666666666666664
SLD4_103_93,B_DominantFP,18.0,2.0,16.0,8.0,9.0,0.058823529411764705
SLD3_1167_184,B_DominantFP,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD7_278_501,B_DominantFP,22.0,2.0,20.0,10.0,11.0,0.047619047619047616
SLD1_87_158,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_967_116,B_DominantFP,28.0,2.0,26.0,13.0,14.0,0.037037037037037035
SLD4_578_148,B_DominantFP,25.0,2.0,23.0,11.5,12.5,0.041666666666666664
SLD1_1184_130,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_723_283,B_DominantFP,20.0,2.0,18.0,9.0,10.0,0.05263157894736842
SLD7_1429_487,B_DominantFP,27.0,2.0,25.0,12.5,13.5,0.038461538461538464
SLD10_1341_302,B_DominantFP,21.0,2.0,19.0,9.5,10.5,0.05
SLD8_717_326,B_DominantFP,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD4_153_148,B_DominantFP,24.0,2.0,22.0,11.0,12.0,0.043478260869565216
SLD1_1006_88,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_982_631,B_DominantFP,22.0,2.0,20.0,10.0,11.0,0.047619047619047616
SLD3_342_188,B_DominantFP,21.0,2.0,19.0,9.5,10.5,0.05
SLD4_440_149,B_DominantFP,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD1_886_45,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_444_356,B_DominantFP,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD7_517_213,B_DominantFP,18.0,2.0,16.0,8.0,9.0,0.058823529411764705
SLD3_276_188,B_DominantFP,21.0,2.0,19.0,9.5,10.5,0.05
SLD10_288_645,B_DominantFP,21.0,2.0,19.0,9.5,10.5,0.05
SLD7_899_501,B_DominantFP,23.0,2.0,21.0,10.5,11.5,0.045454545454545456
SLD1_880_120,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1282_34,B_DominantFP,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD3_155_132,B_DominantFP,23.0,2.0,21.0,10.5,11.5,0.045454545454545456
SLD2_647_410,B_DominantFP,22.0,2.0,20.0,10.0,11.0,0.047619047619047616
SLD1_98_113,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1340_322,B_DominantFP,22.0,2.0,20.0,10.0,11.0,0.047619047619047616
SLD3_1148_177,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_994_117,A_TrueMR,14.0,2.0,12.0,6.0,7.0,0.07692307692307693
SLD2_67_424,B_DominantFP,18.0,2.0,16.0,8.0,9.0,0.058823529411764705
SLD2_898_162,A_TrueMR,13.0,2.0,11.0,5.5,6.5,0.08333333333333333
SLD3_631_188,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1609_84,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1284_501,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_274_86,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_465_381,B_DominantFP,23.0,2.0,21.0,10.5,11.5,0.045454545454545456
SLD8_22_309,B_DominantFP,29.0,2.0,27.0,13.5,14.5,0.03571428571428571
SLD2_342_424,B_DominantFP,12.0,2.0,10.0,5.0,6.0,0.09090909090909091
SLD1_874_89,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1269_62,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_656_424,B_DominantFP,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD1_591_28,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_884_154,B_DominantFP,7.0,2.0,5.0,2.5,3.5,0.16666666666666666
SLD7_1207_49,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_590_26,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_685_207,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1249_188,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_940_121,B_DominantFP,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD10_879_119,B_DominantFP,18.0,2.0,16.0,8.0,9.0,0.058823529411764705
SLD11_465_308,B_DominantFP,22.0,2.0,20.0,10.0,11.0,0.047619047619047616
SLD7_1608_501,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_492_188,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1585_132,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_752_87,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_453_84,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1299_174,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1012_116,B_DominantFP,22.0,2.0,20.0,10.0,11.0,0.047619047619047616
SLD10_1004_645,B_DominantFP,24.0,2.0,22.0,11.0,12.0,0.043478260869565216
SLD8_720_327,B_DominantFP,20.0,2.0,18.0,9.0,10.0,0.05263157894736842
SLD10_878_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_203_141,B_DominantFP,13.0,2.0,11.0,5.5,6.5,0.08333333333333333
SLD2_498_42,B_DominantFP,28.0,2.0,26.0,13.0,14.0,0.037037037037037035
SLD3_1175_187,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1095_185,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_516_32,B_DominantFP,14.0,2.0,12.0,6.0,7.0,0.07692307692307693
SLD4_559_141,B_DominantFP,20.0,2.0,18.0,9.0,10.0,0.05263157894736842
SLD4_281_141,B_DominantFP,14.0,2.0,12.0,6.0,7.0,0.07692307692307693
SLD7_529_194,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_81_376,B_DominantFP,21.0,2.0,19.0,9.5,10.5,0.05
SLD1_886_49,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_1021_44,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_349_134,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_752_504,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_686_209,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_298_424,B_DominantFP,18.0,2.0,16.0,8.0,9.0,0.058823529411764705
SLD7_1561_84,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1269_62,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1521_180,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_357_104,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_299_149,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1585_137,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_983_104,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_563_188,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_1174_178,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1174_645,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_604_424,B_DominantFP,18.0,2.0,16.0,8.0,9.0,0.058823529411764705
SLD11_78_309,B_DominantFP,23.0,2.0,21.0,10.5,11.5,0.045454545454545456
SLD11_466_383,B_DominantFP,24.0,2.0,22.0,11.0,12.0,0.043478260869565216
SLD10_199_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_254_118,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_1176_159,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_161_130,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_317_84,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_1179_179,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_79_379,B_DominantFP,17.0,2.0,15.0,7.5,8.5,0.0625
SLD1_680_207,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_472_453,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1617_453,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1343_305,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1231_746,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_94_161,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_797_424,B_DominantFP,15.0,2.0,13.0,6.5,7.5,0.07142857142857142
SLD7_1430_86,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_648_15,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_156_137,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_541_198,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_472_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1160_119,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_1171_153,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_463_631,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_441_70,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_67_67,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1712_183,A_TrueMR,6.0,2.0,4.0,2.0,3.0,0.2
SLD7_74_475,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_322_70,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_273_487,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_78_305,B_DominantFP,20.0,2.0,18.0,9.0,10.0,0.05263157894736842
SLD10_199_119,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_227_149,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_559_503,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1473_84,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_614_424,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1543_174,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_694_207,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_302_633,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_893_487,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1432_70,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_946_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_462_36,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1617_36,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_78_87,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_346_131,B_DominantFP,14.0,2.0,12.0,6.0,7.0,0.07692307692307693
SLD3_945_123,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_487_352,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_579_149,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_104_97,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1390_188,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_562_502,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1339_237,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_676_183,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_436_174,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_500_645,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_174_160,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1597_70,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_291_208,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_653_8,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_262_85,B_DominantFP,9.0,2.0,7.0,3.5,4.5,0.125
SLD8_289_132,B_DominantFP,18.0,2.0,16.0,8.0,9.0,0.058823529411764705
SLD1_877_41,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_193_192,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_591_473,B_DominantFP,17.0,2.0,15.0,7.5,8.5,0.0625
SLD1_494_24,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1030_130,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_154_149,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1462_188,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_510_149,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_303_104,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_426_114,B_DominantFP,22.0,2.0,20.0,10.0,11.0,0.047619047619047616
SLD11_466_305,B_DominantFP,30.0,2.0,28.0,14.0,15.0,0.034482758620689655
SLD7_1269_478,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_340_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_955_638,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_543_195,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1339_337,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1046_122,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1153_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1288_46,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_678_206,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1433_502,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1143_102,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1207_618,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_901_151,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_495_233,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_318_501,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_594_496,B_DominantFP,15.0,2.0,13.0,6.5,7.5,0.07142857142857142
SLD3_982_168,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_420_121,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1368_180,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_366_651,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1099_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_265_647,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_279_188,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_496_27,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_709_136,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_409_150,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_984_633,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_444_501,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1175_116,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_938_501,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_401_87,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_588_615,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_758_642,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_472_122,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_1012_40,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_521_381,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_577_131,B_DominantFP,18.0,2.0,16.0,8.0,9.0,0.058823529411764705
SLD3_1079_177,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_699_271,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_516_132,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1233_180,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_507_114,A_TrueMR,6.0,2.0,4.0,2.0,3.0,0.2
SLD3_202_188,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1580_88,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD9_742_442,B_DominantFP,16.0,2.0,14.0,7.0,8.0,0.06666666666666667
SLD11_109_87,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1027_126,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_86_135,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_350_188,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1539_188,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_901_502,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1036_102,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1035_631,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1062_487,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_474_457,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1619_457,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_879_42,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_447_358,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_148_459,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_640_95,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_724_286,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_626_469,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_744_179,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_422_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_493_141,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_864_262,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD9_749_313,B_DominantFP,9.0,2.0,7.0,3.5,4.5,0.125
SLD2_519_28,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_634_87,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_883_71,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_108_233,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_106_134,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_329_104,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_329_633,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_521_11,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_893_70,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_359_108,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_692_134,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_592_474,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_136_141,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1100_119,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_252_180,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1444_180,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_417_126,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1025_501,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_95_645,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_260_171,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_122_120,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1009_104,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_600_480,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_650_412,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_726_305,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_357_112,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_496_85,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_134_39,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_686_126,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_325_180,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_923_501,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_436_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_181_501,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_594_128,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_476_67,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_523_73,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_158_174,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_225_153,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1290_41,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_637_91,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_586_114,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_528_167,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_22_329,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_93_382,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_635_43,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_543_222,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1203_8,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_409_144,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_512_239,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1513_87,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1619_40,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_273_70,D_RandomBG,15.0,2.0,13.0,6.5,7.5,0.07142857142857142
SLD2_191_410,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1596_487,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_486_459,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1143_95,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_358_112,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD9_843_111,B_DominantFP,20.0,2.0,18.0,9.0,10.0,0.05263157894736842
SLD7_134_457,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1047_650,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_241_134,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_127_501,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_1004_174,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1584_84,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1128_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_84_424,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_523_427,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1556_504,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_655_70,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD8_774_407,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_647_56,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_342_193,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD3_687_85,A_TrueMR,19.0,2.0,17.0,8.5,9.5,0.05555555555555555
SLD7_1606_73,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD11_496_31,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_1341_349,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_758_118,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_418_345,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_474_19,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD4_420_141,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD1_1012_41,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_403_69,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_778_116,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD2_202_424,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_166_102,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD9_1215_113,B_DominantFP,10.0,2.0,8.0,4.0,5.0,0.1111111111111111
SLD8_766_421,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD10_846_648,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
SLD7_1072_501,,0.0,2.0,2.0,1.0,2.0,0.3333333333333333
