Euler_Number,CoverageScaleScore,sld_rank,candidate_contour_count,candidate_edge_density,template_alignment_quality,template_component_count,template_edge_density,hole_count_difference,coverage_r0,normalized_score_c,aspect_ratio_difference,sld_name,template_total_contour_perimeter,Stroke_Count,shape_similarity,Vertical_Stroke_Ratio,x,CombinedScore,density_difference,Graph_Density_Difference,Contour_Hierarchy_Depth,Connected_Component_Count,rotation,candidate_aspect_ratio,Component_Area_Variance,candidate_euler,candidate_id,template_contour_count,template_area,localized_chamfer_residual,Average_Branch_Length,template_id,component_difference,Degree_Distribution_Difference,coverage_r2,Endpoint_Matching_Ratio,scale,candidate_total_contour_area,topology_difference,template_bbox_area,Junction_Similarity,edge_count,Branch_Point_Count,euler_difference,fp_class,candidate_component_count,Horizontal_Stroke_Ratio,Endpoint_Count,Largest_Component_Ratio,Hole_Count,Graph_Edit_Distance_Approx,contour_difference,Maximum_Branch_Length,bbox_area_ratio,contour_area_ratio,y,template_width,group,Node_Count_Difference,normalized_score_a,coverage_r1,template_euler,candidate_foreground_ratio,VerificationScore,coverage_r3,candidate_bbox_area,template_foreground_ratio,template_aspect_ratio,normalized_score_b,CoverageAreaScore,chamfer_score,candidate_total_contour_perimeter,occupancy_difference,template_height,largest_component_ratio,Endpoint_Similarity,Branch_Length_Variance,Stroke_Density,template_total_contour_area,Edge_Count_Difference,edge_overlap_ratio,contour_perimeter_ratio,Loop_Count,Junction_Matching_Ratio
3.0,0.1574193548387097,647,3,0.07317073170731707,0.24516129032258063,7,0.11814024390243902,0,0.24516129032258063,0.01889276035617499,0.1476251604621308,SLD3,521.5218585729599,5.0,0.04178646892223367,0.6,870,413.4084765942197,0.04496951219512195,0.2123076923076923,0.0,3.0,180,1.6842105263157894,368.6666666666667,3,,7,2624,3.5545387,170.0,T_0.400_180,4,5.3076923076923075,0.5838709677419355,0.0,0.4,19.0,4,2583,0.014285714285714285,310,0.0,4,,3,0.4,0.0,0.4166666666666667,0.0,95.0,4,340.0,0.9415408439798684,0.3089430894308943,176,64,A_TrueMR,26.0,0.1574193548387097,0.3935483870967742,7,0.07894736842105263,0.5668158290757053,0.6612903225806451,2432,0.1200154858691444,1.5365853658536586,1032.6709677419356,1032.6709677419356,3.5545387268066406,359.8822491168976,0.04106811744809177,41,1.0,0.037037037037037035,0.0,1.6666666666666667,61.5,69.0,0.24516129032258063,0.6900616785299148,3.0,0.0
2.0,0.13005,834,2,0.06666666666666667,0.2,1,0.15602836879432624,3,0.2,0.02073260869565217,10.216666666666667,SLD4,316.6518015861511,2.0,0.03836750035750636,0.0,754,254.0064070305273,0.08936170212765958,0.35650623885918004,0.0,2.0,180,11.75,0.0,2,,4,1410,4.677273,94.0,T_0.289_180,1,11.764705882352942,0.4909090909090909,0.0,0.289,0.0,7,1380,0.004975124378109453,220,0.0,4,,2,1.0,0.0,0.5,0.0,234.0,2,188.0,0.13623188405797101,0.0,139,47,A_TrueMR,34.0,0.13005,0.45,-2,0.5,0.34401171754548265,0.5409090909090909,188,0.15942028985507245,1.5333333333333334,634.5,634.5,4.677272796630859,184.0,0.34057971014492755,30,1.0,0.02857142857142857,0.0,1.0,607.0,200.0,0.2,0.5810799088409396,2.0,0.0
0.0,0.16724539877300615,795,9,0.2138157894736842,0.2822085889570552,1,0.1787280701754386,1,0.2822085889570552,0.030699324324324328,0.2539118065433855,SLD4,239.53910410404205,11.0,0.025121652811759654,1.0,639,262.16539874682564,0.03508771929824561,0.11330049261083741,2.0,5.0,270,0.39473684210526316,843.2,1,,4,912,1.2637275,5.666666666666667,T_0.233_270,4,6.6009852216748754,0.852760736196319,1.0,0.233,179.5,4,888,0.0064516129032258064,163,29.0,3,,5,0.0,6.0,0.46153846153846156,5.0,160.0,5,11.333333333333334,0.6418918918918919,0.4736147757255937,46,24,A_TrueMR,6.0,0.16724539877300615,0.7177914110429447,-2,0.34210526315789475,0.5251533305989231,0.9386503067484663,570,0.18355855855855857,0.6486486486486487,654.6257668711656,654.6257668711656,1.2637275457382202,384.00714004039764,0.15854670459933617,38,1.0,0.14285714285714285,0.0,2.2,379.0,154.0,0.2822085889570552,1.6031083587655357,4.0,1.0
9.0,0.20824375000000003,568,13,0.16337719298245615,0.46875,1,0.17543859649122806,3,0.46875,0.0375213963963964,0.04166666666666652,SLD4,253.43859910964966,4.0,0.0076681840643419985,0.25,431,326.37391127311525,0.012061403508771912,0.016981335926316066,1.0,11.0,0,1.5833333333333333,288.9752066115703,9,,6,912,0.66623056,4.758620689655173,T_0.233_000,10,1.6449234259784475,0.94375,0.9534883720930233,0.233,46.5,16,888,0.01818181818181818,160,28.0,13,,11,0.75,13.0,0.33557046979865773,2.0,56.0,7,9.517241379310345,1.027027027027027,0.1203104786545925,131,38,A_TrueMR,2.0,0.20824375000000003,0.89375,-4,0.16337719298245615,0.5565187885253675,1.0,912,0.18018018018018017,1.5416666666666667,815.1,815.1,0.6662306189537048,277.4385987520218,0.016802987197724023,24,1.0,0.3333333333333333,0.0,0.36363636363636365,386.5,54.0,0.46875,1.0946974917265409,11.0,0.8761467889908257
-2.0,0.16295705521472392,829,14,0.21600877192982457,0.31901840490797545,1,0.1787280701754386,5,0.31901840490797545,0.029912162162162165,0.2539118065433855,SLD4,239.53910410404205,8.0,0.02714582091596418,1.0,103,255.40922987372258,0.03728070175438597,0.16397530799153515,1.0,6.0,270,0.39473684210526316,113.47222222222221,-2,,4,912,1.3729872,5.413793103448276,T_0.233_270,5,7.701825557809332,0.8588957055214724,1.0,0.233,200.0,5,888,0.006097560975609756,163,28.0,0,,6,0.0,6.0,0.25380710659898476,8.0,168.0,10,10.827586206896552,0.6418918918918919,0.5277044854881267,46,24,A_TrueMR,5.0,0.16295705521472392,0.6993865030674846,-2,0.3456140350877193,0.4550559245070062,0.8773006134969326,570,0.18355855855855857,0.6486486486486487,637.840490797546,637.840490797546,1.372987151145935,371.76449966430664,0.16205547652916075,38,1.0,0.16666666666666666,0.0,1.3333333333333333,379.0,163.0,0.31901840490797545,1.5519992072059912,6.0,1.0
0.0,0.19103389830508474,397,8,0.13120567375886524,0.2838983050847458,2,0.1673758865248227,1,0.2838983050847458,0.032669565217391304,0.510144927536232,SLD4,308.55129647254944,5.0,0.011994136397024457,0.0,497,373.16508839900285,0.036170212765957444,0.06727293525509037,1.0,4.0,0,2.0434782608695654,1633.6875,0,,5,1410,1.9658194,7.3478260869565215,T_0.289_000,2,4.040322580645162,0.788135593220339,0.6458333333333334,0.289,185.5,2,1380,0.0048543689320388345,236,22.0,1,,4,1.0,9.0,0.6,4.0,222.0,3,14.695652173913043,0.7833333333333333,1.5523012552301256,129,47,A_TrueMR,17.0,0.19103389830508474,0.6610169491525424,-1,0.1711378353376503,0.5858817949481805,0.8516949152542372,1081,0.17101449275362318,1.5333333333333334,932.0338983050848,932.0338983050848,1.9658193588256836,384.1492750644684,0.00012334258402713072,30,1.0,0.05555555555555555,0.0,1.25,119.5,205.0,0.2838983050847458,1.2450094342696907,4.0,0.4900497512437811
3.0,0.0972,920,11,0.08201754385964913,0.09032258064516129,3,0.13596491228070176,4,0.09032258064516129,0.01343978590544157,0.08670143415906129,SLD4,492.45079135894775,7.0,0.007041443311725126,0.14285714285714285,565,238.59091834878024,0.05394736842105263,0.05918793849828333,1.0,7.0,270,0.7307692307692307,1213.061224489796,3,,3,2280,5.381701,10.866666666666667,T_0.372_270,4,0.4639498432601883,0.3903225806451613,0.7586206896551724,0.372,157.5,4,2242,0.03333333333333333,310,14.0,0,,7,0.8571428571428571,8.0,0.5347593582887701,4.0,36.0,8,21.733333333333334,0.8813559322033898,1.9936708860759493,105,38,A_TrueMR,7.0,0.0972,0.26129032258064516,3,0.09463562753036438,0.49024025871972693,0.4838709677419355,1976,0.13826940231935772,0.6440677966101694,595.741935483871,595.741935483871,5.3817009925842285,380.9777021408081,0.04363377478899334,60,1.0,0.125,0.0,1.0,79.0,29.0,0.09032258064516129,0.7736360847131083,7.0,0.7070707070707071
2.0,0.17756355932203388,492,10,0.1347517730496454,0.2711864406779661,2,0.1673758865248227,1,0.2711864406779661,0.030365942028985505,0.20740740740740726,SLD4,308.55129647254944,6.0,0.007706776622867728,0.0,213,346.86087866957257,0.0326241134751773,0.1142052565707134,1.0,6.0,0,1.7407407407407407,1385.8888888888887,2,,5,1410,2.224491,7.208333333333333,T_0.289_000,4,0.75,0.7372881355932204,0.7291666666666666,0.289,63.5,4,1380,0.008130081300813009,236,23.0,3,,6,1.0,12.0,0.5631578947368421,4.0,135.0,5,14.416666666666666,0.9195652173913044,0.5313807531380753,130,47,A_TrueMR,13.0,0.17756355932203388,0.614406779661017,-1,0.14972419227738376,0.5590915679316251,0.8305084745762712,1269,0.17101449275362318,1.5333333333333334,866.3135593220339,866.3135593220339,2.2244908809661865,384.1492750644684,0.02129030047623942,30,1.0,0.07142857142857142,0.0,1.0,119.5,122.0,0.2711864406779661,1.2450094342696907,6.0,0.6965174129353234
4.0,0.20894805194805194,411,4,0.08070175438596491,0.2857142857142857,7,0.13508771929824562,0,0.2857142857142857,0.028704727921498658,0.010734463276836137,SLD7,473.33809328079224,6.0,0.0594571503889634,0.3333333333333333,1714,512.6445533093133,0.054385964912280704,0.7282608695652174,0.0,4.0,90,0.6333333333333333,778.0,4,,7,2280,4.4060707,178.0,T_0.372_090,3,5.25,0.5909090909090909,0.08333333333333333,0.372,2.0,3,2242,0.013333333333333334,308,0.0,3,,4,0.6666666666666666,2.0,0.43478260869565216,0.0,96.0,3,356.0,1.0169491525423728,0.02564102564102564,136,38,A_TrueMR,22.0,0.20894805194805194,0.5616883116883117,7,0.08070175438596491,0.6413550826218088,0.6233766233766234,2280,0.13737734165923282,0.6440677966101694,1280.6493506493507,1280.6493506493507,4.406070709228516,357.65685415267944,0.05667558727326791,60,1.0,0.043478260869565216,0.0,1.5,78.0,74.0,0.2857142857142857,0.7556054736133635,4.0,0.013333333333333334
4.0,0.19625,396,4,0.06211890243902439,0.290625,5,0.12195121951219512,2,0.290625,0.024312814556716997,0.010168650793650813,SLD7,533.7228692770004,3.0,0.10174306218953777,0.6666666666666666,1712,515.35650021777,0.05983231707317073,0.717948717948718,0.0,4.0,90,0.640625,568.6875,4,,7,2624,5.35625,163.0,T_0.400_090,1,6.333333333333333,0.51875,0.07407407407407407,0.4,0.0,3,2583,0.010101010101010102,320,0.0,1,,4,0.3333333333333333,2.0,0.39263803680981596,0.0,123.0,3,326.0,1.0158730158730158,0.0,744,41,A_TrueMR,25.0,0.19625,0.490625,3,0.06211890243902439,0.6608336962833914,0.546875,2624,0.12388695315524584,0.6507936507936508,1287.3999999999999,1287.3999999999999,5.356249809265137,318.0,0.06176805071622145,64,1.0,0.038461538461538464,0.0,0.75,535.5,98.0,0.290625,0.5958148288282529,4.0,0.010101010101010102
4.0,0.2129032258064516,185,4,0.07545731707317073,0.2838709677419355,7,0.11814024390243902,0,0.2838709677419355,0.025551684088269452,0.024390243902439046,SLD7,521.5218585729599,7.0,0.06395324421982324,0.7142857142857143,1679,559.0437655295792,0.04268292682926829,0.2123076923076923,0.0,4.0,180,1.5609756097560976,897.25,4,,7,2624,5.031613,194.0,T_0.400_180,3,5.3076923076923075,0.5612903225806452,0.0,0.4,2.0,3,2583,0.014285714285714285,310,0.0,3,,4,0.2857142857142857,0.0,0.43434343434343436,0.0,95.0,3,388.0,1.0158730158730158,0.032520325203252036,180,64,A_TrueMR,26.0,0.2129032258064516,0.532258064516129,7,0.07545731707317073,0.6428350224170445,0.5903225806451613,2624,0.1200154858691444,1.5365853658536586,1396.6451612903224,1396.6451612903224,5.031612873077393,385.65685415267944,0.04455816879597367,41,1.0,0.037037037037037035,0.0,1.75,61.5,69.0,0.2838709677419355,0.7394835859957091,4.0,0.0
4.0,0.1944,667,4,0.06666666666666667,0.25483870967741934,3,0.13596491228070176,0,0.25483870967741934,0.02687957181088314,0.07740112994350279,SLD7,492.45079135894775,4.0,0.08675863857574168,0.5,1727,477.0101642779641,0.0692982456140351,0.5061576354679803,0.0,4.0,270,0.5666666666666667,562.5,4,,3,2280,4.585091,30.2,T_0.372_270,1,1.5775862068965516,0.5516129032258065,0.27586206896551724,0.372,2.0,1,2242,0.012658227848101266,310,4.0,1,,4,0.5,4.0,0.40789473684210525,0.0,99.0,1,60.4,0.9099018733273863,0.02531645569620253,406,38,A_TrueMR,21.0,0.1944,0.5225806451612903,3,0.07450980392156863,0.6943598181121604,0.5935483870967742,2040,0.13826940231935772,0.6440677966101694,1191.483870967742,1191.483870967742,4.5850911140441895,294.48528122901917,0.0637595983977891,60,1.0,0.045454545454545456,0.0,1.0,79.0,78.0,0.25483870967741934,0.597999407039979,4.0,0.21212121212121213
4.0,0.21935483870967742,136,4,0.07545731707317073,0.2785923753665689,6,0.12995426829268292,2,0.2785923753665689,0.028506097560975607,0.0,SLD7,575.6223644018173,6.0,0.0663339505890401,0.6666666666666666,28,575.9841641334667,0.05449695121951219,0.2830687830687831,0.0,4.0,0,1.5609756097560976,897.25,4,,8,2624,4.930792,193.0,T_0.400_000,2,7.642857142857143,0.5718475073313783,0.03571428571428571,0.4,2.0,2,2624,0.009259259259259259,341,0.0,0,,4,0.3333333333333333,1.0,0.43434343434343436,0.0,134.0,4,386.0,1.0,0.0036036036036036037,714,64,A_TrueMR,27.0,0.21935483870967742,0.5483870967741935,4,0.07545731707317073,0.661778932122166,0.5953079178885631,2624,0.12995426829268292,1.5609756097560976,1438.9677419354837,1438.9677419354837,4.930791854858398,387.3137083053589,0.05449695121951219,41,1.0,0.03571428571428571,0.0,1.5,555.0,107.0,0.2785923753665689,0.6728607716759799,4.0,0.0
2.0,0.17419354838709677,822,2,0.051829268292682924,0.2161290322580645,7,0.11814024390243902,0,0.2161290322580645,0.020905923344947733,2.3384146341463414,SLD7,521.5218585729599,3.0,0.0916605042324613,0.3333333333333333,562,457.29276712187635,0.0663109756097561,0.2123076923076923,0.0,2.0,180,3.875,16.0,2,,7,2624,6.1696324,134.0,T_0.400_180,5,5.3076923076923075,0.47096774193548385,0.038461538461538464,0.4,1.0,5,2583,0.014285714285714285,310,0.0,5,,2,0.6666666666666666,1.0,0.5294117647058824,0.0,94.0,5,268.0,0.3840495547812621,0.016260162601626018,728,64,A_TrueMR,25.0,0.17419354838709677,0.43548387096774194,7,0.13709677419354838,0.3481602568905874,0.5032258064516129,992,0.1200154858691444,1.5365853658536586,1142.7096774193549,1142.7096774193549,6.169632434844971,267.65685415267944,0.017081288324403976,41,1.0,0.038461538461538464,0.0,1.5,61.5,69.0,0.2161290322580645,0.5132226957563558,2.0,0.0
2.0,0.1703225806451613,981,2,0.04878048780487805,0.2,7,0.11814024390243902,0,0.2,0.020441347270615563,14.463414634146341,SLD7,521.5218585729599,2.0,0.09270461014747156,0.0,1522,447.08853030047584,0.06935975609756097,0.2123076923076923,0.0,2.0,180,16.0,0.0,2,,7,2624,6.435484,128.0,T_0.400_180,5,5.3076923076923075,0.4483870967741935,0.0,0.4,0.0,5,2583,0.014285714285714285,310,0.0,5,,2,1.0,0.0,0.5,0.0,95.0,5,256.0,0.09910956252419667,0.0,180,64,A_TrueMR,26.0,0.1703225806451613,0.4258064516129032,7,0.5,0.2701311459543167,0.4806451612903226,256,0.1200154858691444,1.5365853658536586,1117.316129032258,1117.316129032258,6.435483932495117,252.0,0.3799845141308556,41,1.0,0.037037037037037035,0.0,1.0,61.5,69.0,0.2,0.4832012232230256,2.0,0.0
2.0,0.1703225806451613,1000,2,0.04878048780487805,0.2,7,0.11814024390243902,0,0.2,0.020441347270615563,14.463414634146341,SLD7,521.5218585729599,2.0,0.09270461014747156,0.0,1541,447.08853030047584,0.06935975609756097,0.2123076923076923,0.0,2.0,180,16.0,0.0,2,,7,2624,6.435484,128.0,T_0.400_180,5,5.3076923076923075,0.4483870967741935,0.0,0.4,0.0,5,2583,0.014285714285714285,310,0.0,5,,2,1.0,0.0,0.5,0.0,95.0,5,256.0,0.09910956252419667,0.0,180,64,A_TrueMR,26.0,0.1703225806451613,0.4258064516129032,7,0.5,0.2701311459543167,0.4806451612903226,256,0.1200154858691444,1.5365853658536586,1117.316129032258,1117.316129032258,6.435483932495117,252.0,0.3799845141308556,41,1.0,0.037037037037037035,0.0,1.0,61.5,69.0,0.2,0.4832012232230256,2.0,0.0
2.0,0.1703225806451613,928,2,0.053353658536585365,0.2064516129032258,7,0.11814024390243902,0,0.2064516129032258,0.020441347270615563,2.730081300813008,SLD7,521.5218585729599,3.0,0.09981216389722192,0.3333333333333333,1215,447.1327403712862,0.06478658536585366,0.7876923076923077,0.0,2.0,180,4.266666666666667,49.0,2,,7,2624,6.4290323,68.5,T_0.400_180,5,4.3076923076923075,0.4483870967741935,0.07692307692307693,0.4,2.0,5,2583,0.014492753623188406,310,1.0,5,,2,0.6666666666666666,1.0,0.55,0.0,92.0,5,137.0,0.3716608594657375,0.032520325203252036,180,64,A_TrueMR,24.0,0.1703225806451613,0.4258064516129032,7,0.14583333333333334,0.3438145973049593,0.4806451612903226,960,0.1200154858691444,1.5365853658536586,1117.316129032258,1117.316129032258,6.429032325744629,274.48528122901917,0.025817847464188942,41,1.0,0.04,0.0,1.5,61.5,68.0,0.2064516129032258,0.5263159668515011,2.0,0.014492753623188406
3.0,0.19975562700964627,565,3,0.06666666666666667,0.3633440514469453,7,0.13640350877192983,0,0.3633440514469453,0.027709188224799283,0.026315789473684292,SLD7,474.7523069381714,5.0,0.10539619541356801,0.2,1215,490.0927024303633,0.06973684210526317,0.0655270655270655,0.0,3.0,0,1.5789473684210527,1057.5555555555554,3,,7,2280,4.3458314,48.666666666666664,T_0.372_000,4,6.296296296296296,0.5530546623794212,0.1111111111111111,0.372,3.5,4,2242,0.010638297872340425,311,2.0,4,,3,0.8,1.0,0.5592105263157895,0.0,117.0,4,97.33333333333333,1.0169491525423728,0.043478260869565216,719,60,A_TrueMR,24.0,0.19975562700964627,0.5369774919614148,7,0.06666666666666667,0.6153829359217433,0.6012861736334405,2280,0.13871543264942016,1.5526315789473684,1224.3086816720256,1224.3086816720256,4.345831394195557,297.2132030725479,0.07204876598275349,38,1.0,0.04,0.0,1.6666666666666667,80.5,93.0,0.3633440514469453,0.6260384599063255,3.0,0.010638297872340425
7.0,0.2004,558,17,0.16096491228070176,0.25161290322580643,3,0.13596491228070176,5,0.25161290322580643,0.027709188224799286,0.22740112994350276,SLD7,492.45079135894775,15.0,0.04127690202040851,1.0,2,491.55146032171734,0.024999999999999994,0.1679223413503332,1.0,12.0,270,0.4166666666666667,514.4097222222222,7,,3,2280,2.076769,9.878787878787879,T_0.372_270,9,14.172413793103448,0.6645161290322581,1.0,0.372,119.5,9,2242,0.002232142857142857,310,32.0,4,,12,0.0,20.0,0.1907356948228883,5.0,470.0,14,19.757575757575758,0.6690454950936664,1.5126582278481013,318,38,A_TrueMR,23.0,0.2004,0.5387096774193548,3,0.24466666666666667,0.41372419210957956,0.7483870967741936,1500,0.13826940231935772,0.6440677966101694,1228.258064516129,1228.258064516129,2.0767691135406494,703.4041086435318,0.10639726434730895,60,1.0,0.041666666666666664,0.0,1.25,79.0,447.0,0.25161290322580643,1.4283744101668425,12.0,1.0
6.0,0.19,505,16,0.12614329268292682,0.228125,5,0.12195121951219512,3,0.228125,0.02353852109949671,0.04141865079365081,SLD7,533.7228692770004,12.0,0.023169419325978935,0.8333333333333334,1725,498.8645421859644,0.004192073170731697,0.3046153846153846,1.0,11.0,90,0.609375,990.4462809917353,6,,7,2624,2.8147047,17.764705882352942,T_0.400_090,6,6.746666666666667,0.6,0.9259259259259259,0.4,144.0,6,2583,0.01282051282051282,320,16.0,3,,11,0.16666666666666666,9.0,0.31419939577039274,5.0,79.0,9,35.529411764705884,0.9663182346109176,0.2689075630252101,345,41,A_TrueMR,2.0,0.19,0.475,3,0.1326121794871795,0.5075703099407368,0.678125,2496,0.12388695315524584,0.6507936507936508,1246.3999999999999,1246.3999999999999,2.814704656600952,642.9360724687576,0.00872522633193365,64,1.0,0.3333333333333333,0.0,1.0909090909090908,535.5,77.0,0.228125,1.2046253017782453,11.0,1.0
4.0,0.2028,514,4,0.06798245614035088,0.41935483870967744,3,0.13596491228070176,0,0.41935483870967744,0.028041034790365748,0.010734463276836137,SLD7,492.45079135894775,6.0,0.0868455434826062,0.6666666666666666,18,497.6407001812898,0.06798245614035088,0.7561576354679803,0.0,4.0,270,0.6333333333333333,535.6875,4,,3,2280,4.556129,30.8,T_0.372_270,1,0.8275862068965516,0.567741935483871,0.2413793103448276,0.372,2.0,1,2242,0.012658227848101266,310,4.0,1,,4,0.3333333333333333,3.0,0.4,0.0,100.0,1,61.6,1.0169491525423728,0.02531645569620253,406,38,A_TrueMR,22.0,0.2028,0.5451612903225806,3,0.06798245614035088,0.7560056784936644,0.6,2280,0.13826940231935772,0.6440677966101694,1242.967741935484,1242.967741935484,4.556128978729248,300.48528122901917,0.07028694617900684,60,1.0,0.043478260869565216,0.0,1.5,79.0,78.0,0.41935483870967744,0.6101833655294001,4.0,0.21212121212121213
3.0,0.204,499,3,0.06798245614035088,0.41935483870967744,3,0.13596491228070176,0,0.41935483870967744,0.028206958073148974,0.010734463276836137,SLD7,492.45079135894775,4.0,0.06524073017771218,0.5,18,500.6066356651607,0.06798245614035088,0.7561576354679803,0.0,3.0,270,0.6333333333333333,2568.2222222222226,3,,3,2280,3.4967742,25.5,T_0.372_270,0,0.1724137931034484,0.5774193548387097,0.27586206896551724,0.372,2.5,0,2242,0.013888888888888888,310,5.0,0,,3,0.5,3.0,0.7935483870967742,0.0,92.0,0,51.0,1.0169491525423728,0.03164556962025317,754,38,A_TrueMR,21.0,0.204,0.5483870967741935,3,0.06798245614035088,0.7960056784936644,0.6225806451612903,2280,0.13826940231935772,0.6440677966101694,1250.3225806451612,1250.3225806451612,3.496774196624756,303.55634891986847,0.07028694617900684,60,1.0,0.045454545454545456,0.0,1.3333333333333333,79.0,71.0,0.41935483870967744,0.6164196590733185,3.0,0.2828282828282828
6.0,0.24750000000000003,30,6,0.07850609756097561,0.3125,5,0.12195121951219512,2,0.3125,0.03066202090592335,0.010168650793650813,SLD7,533.7228692770004,6.0,0.04433543959484132,0.3333333333333333,1712,649.8323706445993,0.04344512195121951,0.717948717948718,0.0,6.0,90,0.640625,820.2222222222222,6,,7,2624,3.128653,201.0,T_0.400_090,1,5.333333333333333,0.665625,0.1111111111111111,0.4,2.5,5,2583,0.010309278350515464,320,0.0,3,,6,0.6666666666666666,3.0,0.38349514563106796,0.0,120.0,1,402.0,1.0158730158730158,0.004668534080298786,183,41,A_TrueMR,24.0,0.24750000000000003,0.61875,3,0.07850609756097561,0.6539510743321719,0.709375,2624,0.12388695315524584,0.6507936507936508,1623.6000000000001,1623.6000000000001,3.128653049468994,397.0710676908493,0.04538085559427023,64,1.0,0.04,0.0,1.0,535.5,96.0,0.3125,0.7439648749335691,6.0,0.030303030303030304
4.0,0.17500000000000002,800,4,0.05983231707317073,0.396875,5,0.12195121951219512,2,0.396875,0.021680216802168025,0.2757936507936508,SLD7,533.7228692770004,2.0,0.10437558965521312,1.0,3,459.5882871842335,0.06211890243902439,0.717948717948718,0.0,4.0,90,0.375,657.6875,4,,7,2624,5.809375,30.2,T_0.400_090,1,2.333333333333333,0.4625,0.2222222222222222,0.4,5.0,3,2583,0.011764705882352941,320,4.0,1,,4,0.0,2.0,0.40764331210191085,0.0,105.0,3,60.4,0.59465737514518,0.009337068160597572,163,41,A_TrueMR,21.0,0.17500000000000002,0.4375,3,0.10221354166666667,0.6471453070557491,0.490625,1536,0.12388695315524584,0.6507936507936508,1148.0,1148.0,5.809374809265137,304.28427052497864,0.021673411488579167,64,1.0,0.045454545454545456,0.0,0.5,535.5,84.0,0.396875,0.5701166055282073,4.0,0.15151515151515152
4.0,0.22047876447876447,535,4,0.08727272727272728,0.47104247104247104,5,0.13454545454545455,0,0.47104247104247104,0.030213756613756613,0.011784511784511786,SLD7,440.7523070573807,5.0,0.022238180804656116,0.6,7,493.9812425724427,0.04727272727272727,0.27076923076923076,0.0,4.0,90,0.6363636363636364,348.5,4,,5,1925,2.9018228,164.0,T_0.344_090,1,6.769230769230769,0.6718146718146718,0.0,0.344,2.0,1,1890,0.011235955056179775,259,0.0,1,,4,0.4,0.0,0.39285714285714285,0.0,114.0,1,328.0,1.0185185185185186,0.042105263157894736,732,35,A_TrueMR,26.0,0.22047876447876447,0.640926640926641,5,0.08727272727272728,0.7795484315484316,0.7065637065637066,1925,0.13703703703703704,0.6481481481481481,1233.783783783784,1233.783783783784,2.901822805404663,327.3137083053589,0.04976430976430976,55,1.0,0.037037037037037035,0.0,1.25,47.5,88.0,0.47104247104247104,0.7426250596182281,4.0,0.0
4.0,0.21740613026819924,773,20,0.20320855614973263,0.32950191570881227,5,0.15508021390374332,7,0.32950191570881227,0.035464375,0.14980392156862748,SLD7,399.9238795042038,14.0,0.038660423370943886,1.0,6,461.9774969620137,0.0481283422459893,0.11219926125586505,1.0,12.0,270,0.49019607843137253,927.25,4,,6,1683,1.2948884,7.325,T_0.317_270,7,12.203703703703704,0.7969348659003831,1.0,0.317,313.0,7,1600,0.0022727272727272726,261,39.0,0,,12,0.0,15.0,0.30994152046783624,8.0,457.0,14,14.65,0.796875,4.201342281879195,226,33,A_TrueMR,18.0,0.21740613026819924,0.685823754789272,4,0.26823529411764707,0.468242063126191,0.89272030651341,1275,0.163125,0.64,1154.2413793103449,1154.2413793103449,1.2948884963989258,646.132030248642,0.10511029411764708,51,1.0,0.05263157894736842,0.0,1.1666666666666667,74.5,439.0,0.32950191570881227,1.6156375334467872,12.0,1.0
4.0,0.2025,300,4,0.07545731707317073,0.440625,5,0.12195121951219512,2,0.440625,0.025087108013937282,0.010168650793650813,SLD7,533.7228692770004,7.0,0.06952479306600007,0.42857142857142855,3,531.7867014372822,0.04649390243902439,0.717948717948718,0.0,4.0,90,0.640625,897.25,4,,7,2624,5.2981253,192.0,T_0.400_090,1,6.333333333333333,0.528125,0.07407407407407407,0.4,2.0,3,2583,0.010101010101010102,320,0.0,1,,4,0.5714285714285714,2.0,0.43434343434343436,0.0,123.0,3,384.0,1.0158730158730158,0.003734827264239029,681,41,A_TrueMR,25.0,0.2025,0.50625,3,0.07545731707317073,0.71116906213705,0.55,2624,0.12388695315524584,0.6507936507936508,1328.3999999999999,1328.3999999999999,5.298125267028809,386.48528122901917,0.04842963608207511,64,1.0,0.038461538461538464,0.0,1.75,535.5,98.0,0.440625,0.7241310115726642,4.0,0.010101010101010102
6.0,0.19,507,20,0.12995426829268292,0.190625,5,0.12195121951219512,5,0.190625,0.02353852109949671,0.2445436507936508,SLD7,533.7228692770004,10.0,0.022209844547383284,1.0,1727,498.8062819842758,0.008003048780487798,0.10957433371226477,1.0,13.0,90,0.40625,420.4852071005917,6,,7,2624,2.2707267,19.733333333333334,T_0.400_090,8,3.6321839080459766,0.646875,1.0,0.4,116.0,8,2583,0.01639344262295082,320,14.0,3,,13,0.0,15.0,0.187683284457478,7.0,62.0,13,39.46666666666667,0.6442121564072784,0.2166199813258637,289,41,A_TrueMR,2.0,0.19,0.475,3,0.2049278846153846,0.41046997379314454,0.7375,1664,0.12388695315524584,0.6507936507936508,1246.3999999999999,1246.3999999999999,2.2707266807556152,669.5046133995056,0.08104093146013877,64,1.0,0.3333333333333333,0.0,0.7692307692307693,535.5,60.0,0.190625,1.2544049579633714,13.0,1.0
