Euler_Number,CoverageScaleScore,sld_rank,candidate_contour_count,candidate_edge_density,template_alignment_quality,template_component_count,template_edge_density,hole_count_difference,coverage_r0,normalized_score_c,aspect_ratio_difference,sld_name,template_total_contour_perimeter,Stroke_Count,shape_similarity,Vertical_Stroke_Ratio,x,CombinedScore,density_difference,Graph_Density_Difference,Contour_Hierarchy_Depth,Connected_Component_Count,rotation,candidate_aspect_ratio,Component_Area_Variance,candidate_euler,candidate_id,template_contour_count,template_area,localized_chamfer_residual,Average_Branch_Length,template_id,component_difference,Degree_Distribution_Difference,coverage_r2,Endpoint_Matching_Ratio,scale,candidate_total_contour_area,topology_difference,template_bbox_area,Junction_Similarity,edge_count,Branch_Point_Count,euler_difference,fp_class,candidate_component_count,Horizontal_Stroke_Ratio,Endpoint_Count,Largest_Component_Ratio,Hole_Count,Graph_Edit_Distance_Approx,contour_difference,Maximum_Branch_Length,bbox_area_ratio,contour_area_ratio,y,template_width,group,Node_Count_Difference,normalized_score_a,coverage_r1,template_euler,candidate_foreground_ratio,VerificationScore,coverage_r3,candidate_bbox_area,template_foreground_ratio,template_aspect_ratio,normalized_score_b,CoverageAreaScore,chamfer_score,candidate_total_contour_perimeter,occupancy_difference,template_height,largest_component_ratio,Endpoint_Similarity,Branch_Length_Variance,Stroke_Density,template_total_contour_area,Edge_Count_Difference,edge_overlap_ratio,contour_perimeter_ratio,Loop_Count,Junction_Matching_Ratio,Stroke_Similarity
9.0,0.34838709677419355,1,11,0.11661585365853659,0.43548387096774194,7,0.11814024390243902,1,0.43548387096774194,0.04181184668989547,0.024390243902439046,SLD1,521.5218585729599,8.0,0.006025759399993752,0.375,576,914.5846113202953,0.0015243902439024265,0.04856187290969899,1.0,10.0,180,1.5609756097560976,693.24,9,,7,2624,0.7096474,9.964285714285714,T_0.400_180,3,6.6923076923076925,0.9612903225806452,1.0,0.4,186.5,3,2583,0.004672897196261682,310,27.0,2,,10,0.5,20.0,0.2679738562091503,1.0,234.0,4,19.928571428571427,1.0158730158730158,3.032520325203252,102,64,A_TrueMR,21.0,0.34838709677419355,0.8709677419354839,7,0.11661585365853659,0.6947823080189327,0.9870967741935484,2624,0.1200154858691444,1.5365853658536586,2285.4193548387098,2285.4193548387098,0.7096474170684814,600.918827176094,0.0033996322106078086,41,1.0,0.045454545454545456,0.0,0.8,61.5,213.0,0.43548387096774194,1.152240922020772,10.0,1.0,0.14285714285714285
3.0,0.15483870967741936,323,3,0.053734756097560975,0.20821114369501467,6,0.12995426829268292,2,0.20821114369501467,0.020121951219512196,0.8093947606142726,SLD1,575.6223644018173,4.0,0.08185672959416931,0.5,1292,406.5581756411479,0.07621951219512194,0.2830687830687831,0.0,3.0,0,2.3703703703703702,1074.6666666666667,3,,8,2624,5.248462,138.0,T_0.400_000,3,7.642857142857143,0.44868035190615835,0.0,0.4,2.5,3,2624,0.009259259259259259,341,0.0,1,,3,0.5,0.0,0.5319148936170213,0.0,135.0,5,276.0,0.6585365853658537,0.0045045045045045045,104,64,A_TrueMR,28.0,0.15483870967741936,0.3870967741935484,4,0.08159722222222222,0.43566907933253335,0.49560117302052786,1728,0.12995426829268292,1.5609756097560976,1015.741935483871,1015.741935483871,5.248462200164795,278.8700569868088,0.048357046070460694,41,1.0,0.034482758620689655,0.0,1.3333333333333333,555.0,107.0,0.20821114369501467,0.48446702948487513,3.0,0.0,0.3333333333333333
3.0,0.1476,497,5,0.06973684210526315,0.25806451612903225,3,0.13596491228070176,1,0.25806451612903225,0.0204085637823372,0.06073446327683607,SLD1,492.45079135894775,3.0,0.07194015647573623,0.6666666666666666,757,362.2717740110254,0.06622807017543861,0.3561576354679803,1.0,4.0,270,0.5833333333333334,505.6875,3,,3,2280,3.8289921,25.5,T_0.372_270,1,1.4275862068965512,0.6,0.3448275862068966,0.372,15.5,1,2242,0.0136986301369863,310,5.0,0,,4,0.3333333333333333,5.0,0.39622641509433965,1.0,91.0,2,51.0,0.936663693131133,0.1962025316455696,150,38,A_TrueMR,19.0,0.1476,0.3967741935483871,3,0.07571428571428572,0.6895158248272404,0.6612903225806451,2100,0.13826940231935772,0.6440677966101694,904.6451612903226,904.6451612903226,3.8289921283721924,315.01219260692596,0.062555116605072,60,1.0,0.05,0.0,0.75,79.0,72.0,0.25806451612903225,0.6396825797307194,4.0,0.2727272727272727,0.5
5.0,0.18299120234604105,162,5,0.09222560975609756,0.2932551319648094,6,0.12995426829268292,2,0.2932551319648094,0.023780487804878046,0.0,SLD1,575.6223644018173,8.0,0.01606290075066724,0.25,753,480.5726460017166,0.03772865853658536,0.716931216931217,0.0,5.0,0,1.5609756097560976,1536.24,5,,8,2624,4.751424,69.0,T_0.400_000,1,4.642857142857143,0.530791788856305,0.14285714285714285,0.4,30.0,3,2624,0.00980392156862745,341,2.0,1,,5,0.375,2.0,0.44214876033057854,0.0,125.0,3,138.0,1.0,0.05405405405405406,105,64,A_TrueMR,24.0,0.18299120234604105,0.4574780058651026,4,0.09222560975609756,0.6728850761748087,0.592375366568915,2624,0.12995426829268292,1.5609756097560976,1200.4222873900292,1200.4222873900292,4.751424312591553,460.3919161558151,0.03772865853658536,41,1.0,0.04,0.0,1.6,555.0,101.0,0.2932551319648094,0.7998158942873096,5.0,0.056074766355140186,0.14285714285714285
4.0,0.15684291187739463,547,4,0.08311688311688312,0.3946360153256705,7,0.13558441558441559,0,0.3946360153256705,0.02165925925925926,0.12380952380952381,SLD1,430.50966584682465,3.0,0.057113872230932894,0.3333333333333333,145,351.4646852546965,0.05246753246753247,0.7292307692307692,0.0,4.0,180,1.6666666666666667,1013.0,4,,7,1925,4.509151,48.333333333333336,T_0.344_180,3,4.769230769230769,0.49808429118773945,0.11538461538461539,0.344,9.5,3,1890,0.011627906976744186,261,2.0,3,,4,0.6666666666666666,1.0,0.50625,0.0,108.0,3,96.66666666666667,0.9603174603174603,0.18269230769230768,104,55,A_TrueMR,23.0,0.15684291187739463,0.4559386973180077,7,0.0881542699724518,0.6531471997177326,0.5402298850574713,1815,0.1380952380952381,1.542857142857143,877.6819923371647,877.6819923371647,4.509150981903076,308.32590079307556,0.04994096812278631,35,1.0,0.041666666666666664,0.0,0.75,52.0,85.0,0.3946360153256705,0.7161881027376931,4.0,0.03409090909090909,0.5
2.0,0.14061478599221788,910,2,0.0659536541889483,0.30739299610894943,6,0.1527035056446821,0,0.30739299610894943,0.02190181818181818,1.6723484848484849,SLD1,396.16652023792267,4.0,0.08246708658224836,0.0,1086,298.8644522101306,0.0867498514557338,0.6643678160919539,0.0,2.0,0,3.1875,0.25,2,,6,1683,4.601828,53.0,T_0.317_000,4,7.7333333333333325,0.48638132295719844,0.1,0.317,2.5,4,1650,0.006944444444444444,257,1.0,4,,2,1.0,2.0,0.5045045045045045,0.0,170.0,4,106.0,0.49454545454545457,0.03731343283582089,111,51,A_TrueMR,27.0,0.14061478599221788,0.44357976653696496,6,0.13602941176470587,0.4109222957429641,0.5330739299610895,816,0.15575757575757576,1.5151515151515151,746.544747081712,746.544747081712,4.601828098297119,218.3847758769989,0.01972816399286989,33,1.0,0.03571428571428571,0.0,2.0,67.0,143.0,0.30739299610894943,0.5512449051622162,2.0,0.02054794520547945,0.3333333333333333
3.0,0.14372602739726026,769,3,0.06493506493506493,0.2363013698630137,4,0.15168831168831168,1,0.2363013698630137,0.021801558441558438,0.09523809523809534,SLD1,447.9238796234131,4.0,0.09040833451419858,0.0,1161,322.11308591806704,0.08675324675324675,0.2962962962962963,0.0,3.0,0,1.6666666666666667,747.5555555555555,3,,5,1925,4.376431,117.0,T_0.344_000,1,7.703703703703703,0.476027397260274,0.037037037037037035,0.344,7.0,1,1925,0.009523809523809525,292,0.0,0,,3,1.0,1.0,0.488,0.0,130.0,2,234.0,0.9428571428571428,0.08484848484848485,109,55,A_TrueMR,26.0,0.14372602739726026,0.4178082191780822,3,0.06887052341597796,0.6679285849061691,0.541095890410959,1815,0.15168831168831168,1.5714285714285714,804.2808219178082,804.2808219178082,4.376430988311768,241.59797883033752,0.08281778827233371,35,1.0,0.037037037037037035,0.0,1.3333333333333333,82.5,104.0,0.2363013698630137,0.5393728484256259,3.0,0.0,0.3333333333333333
-1.0,0.2632258064516129,17,7,0.1055640243902439,0.2870967741935484,7,0.11814024390243902,4,0.2870967741935484,0.03159117305458769,0.024390243902439046,SLD1,521.5218585729599,14.0,0.01139640384258081,0.0,994,691.0860233973999,0.01257621951219512,0.18310391363022943,1.0,3.0,180,1.5609756097560976,4856.222222222222,-1,,7,2624,3.0150187,7.75,T_0.400_180,4,9.717948717948719,0.7838709677419354,1.0,0.4,553.5,12,2583,0.0044444444444444444,310,31.0,8,,3,0.7857142857142857,8.0,0.6787003610108303,4.0,237.0,0,15.5,1.0158730158730158,9.0,117,64,A_TrueMR,13.0,0.2632258064516129,0.6580645161290323,7,0.1055640243902439,0.6358454472793575,0.8032258064516129,2624,0.1200154858691444,1.5365853658536586,1726.7612903225806,1726.7612903225806,3.015018939971924,573.0020878314972,0.014451461478900501,41,1.0,0.07142857142857142,0.0,4.666666666666667,61.5,224.0,0.2870967741935484,1.0987115466251072,3.0,1.0,0.07692307692307693
6.0,0.15369545454545455,904,6,0.06453900709219858,0.24545454545454545,1,0.15602836879432624,3,0.24545454545454545,0.024502173913043476,1.8512820512820511,SLD1,316.6518015861511,3.0,0.07764326441546332,0.0,662,300.1766181145404,0.09148936170212767,0.08793820558526438,0.0,6.0,180,3.3846153846153846,545.4722222222223,6,,4,1410,3.605532,15.8,T_0.289_180,5,7.764705882352942,0.5772727272727273,0.29411764705882354,0.289,7.5,11,1380,0.0055248618784530384,220,4.0,8,,6,0.3333333333333333,6.0,0.7362637362637363,0.0,204.0,2,31.6,0.4144927536231884,0.012355848434925865,44,47,A_TrueMR,24.0,0.15369545454545455,0.5318181818181819,-2,0.1590909090909091,0.3852726151431054,0.6045454545454545,572,0.15942028985507245,1.5333333333333334,749.8636363636364,749.8636363636364,3.605532169342041,171.9827550649643,0.0003293807641633617,30,1.0,0.04,0.0,0.5,607.0,180.0,0.24545454545454545,0.5431289328008865,6.0,0.1,0.5
5.0,0.34709677419354845,2,9,0.1055640243902439,0.5032258064516129,7,0.11814024390243902,2,0.5032258064516129,0.04165698799845142,0.024390243902439046,SLD1,521.5218585729599,10.0,0.0038033522427045607,0.2,878,911.2263459780452,0.01257621951219512,0.1142780026990553,1.0,7.0,180,1.5609756097560976,2362.530612244898,5,,7,2624,0.76572645,9.285714285714286,T_0.400_180,0,7.102564102564103,0.9258064516129032,1.0,0.4,54.5,4,2583,0.005747126436781609,310,27.0,2,,7,0.6,12.0,0.4332129963898917,2.0,186.0,2,18.571428571428573,1.0158730158730158,0.8861788617886179,119,64,A_TrueMR,13.0,0.34709677419354845,0.867741935483871,7,0.1055640243902439,0.7406841569567768,0.9516129032258065,2624,0.1200154858691444,1.5365853658536586,2276.9548387096775,2276.9548387096775,0.7657264471054077,569.7472536563873,0.014451461478900501,41,1.0,0.07142857142857142,0.0,1.4285714285714286,61.5,173.0,0.5032258064516129,1.0924705154552612,7.0,1.0,0.1111111111111111
6.0,0.3096,9,10,0.12456140350877193,0.3903225806451613,3,0.13596491228070176,2,0.3903225806451613,0.04280820695807315,0.010734463276836137,SLD1,492.45079135894775,7.0,0.0033153701652408885,0.8571428571428571,754,759.3733113867227,0.011403508771929832,0.05615763546798028,1.0,8.0,270,0.6333333333333333,1188.75,6,,3,2280,0.87205803,10.038461538461538,T_0.372_270,5,6.372413793103448,0.9193548387096774,1.0,0.372,47.5,5,2242,0.005025125628140704,310,25.0,3,,8,0.14285714285714285,20.0,0.4014084507042254,2.0,214.0,7,20.076923076923077,1.0169491525423728,0.6012658227848101,202,38,A_TrueMR,16.0,0.3096,0.832258064516129,3,0.12456140350877193,0.5899275800216781,0.9548387096774194,2280,0.13826940231935772,0.6440677966101694,1897.5483870967741,1897.5483870967741,0.872058093547821,571.2619735002518,0.013707998810585792,60,1.0,0.058823529411764705,0.0,0.875,79.0,198.0,0.3903225806451613,1.1600386952853092,8.0,1.0,0.16666666666666666
5.0,0.1699846153846154,972,5,0.09788359788359788,0.29743589743589743,2,0.17195767195767195,5,0.29743589743589743,0.02994308943089431,0.03703703703703698,SLD1,280.2670257091522,4.0,0.03008441046426108,0.25,632,295.78235141010754,0.07407407407407407,0.6344827586206896,0.0,5.0,180,1.5555555555555556,382.96,5,,7,1134,1.6849852,21.8,T_0.261_180,3,3.5999999999999996,0.7435897435897436,0.26666666666666666,0.261,2.0,13,1107,0.007575757575757576,195,4.0,8,,5,0.75,4.0,0.44144144144144143,0.0,153.0,2,43.6,1.024390243902439,0.004052684903748734,109,42,A_TrueMR,22.0,0.1699846153846154,0.6512820512820513,-3,0.09788359788359788,0.6013549142817436,0.8256410256410256,1134,0.17615176151761516,1.5185185185185186,738.5538461538462,738.5538461538462,1.6849851608276367,212.97056245803833,0.07826816363401728,27,1.0,0.043478260869565216,0.0,0.8,493.5,131.0,0.29743589743589743,0.7598844777374882,5.0,0.1761006289308176,0.3333333333333333
2.0,0.18116883116883117,419,6,0.07105263157894737,0.4155844155844156,7,0.13508771929824562,2,0.4155844155844156,0.02488849241748439,0.19406779661016943,SLD2,473.33809328079224,3.0,0.08588471002420422,0.6666666666666666,886,444.53119172353075,0.06403508771929825,0.7282608695652174,1.0,4.0,90,0.45,580.25,2,,7,2280,4.9383116,15.5,T_0.372_090,3,1.75,0.512987012987013,0.375,0.372,100.5,7,2242,0.025,308,9.0,5,,4,0.3333333333333333,0.0,0.37037037037037035,2.0,54.0,1,31.0,0.7225691347011597,1.2884615384615385,1,38,A_TrueMR,15.0,0.18116883116883117,0.487012987012987,7,0.1,0.6255792794775847,0.5487012987012987,1620,0.13737734165923282,0.6440677966101694,1110.3896103896104,1110.3896103896104,4.938311576843262,316.5269113779068,0.037377341659232816,60,1.0,0.0625,0.0,0.75,78.0,39.0,0.4155844155844156,0.6687121021340187,4.0,0.48,0.5
3.0,0.18320306513409962,854,3,0.08675324675324675,0.42911877394636017,7,0.13558441558441559,0,0.42911877394636017,0.0252994708994709,0.02857142857142847,SLD2,430.50966584682465,6.0,0.0631190826131654,0.6666666666666666,858,410.4624203811515,0.048831168831168836,0.7292307692307692,0.0,3.0,180,1.5714285714285714,3496.2222222222226,3,,7,1925,4.1741424,23.571428571428573,T_0.344_180,4,0.23076923076923084,0.5708812260536399,0.3076923076923077,0.344,3.0,4,1890,0.01639344262295082,261,6.0,4,,3,0.3333333333333333,2.0,0.8323353293413174,0.0,78.0,4,47.142857142857146,1.0185185185185186,0.057692307692307696,153,55,A_TrueMR,18.0,0.18320306513409962,0.5325670498084292,7,0.08675324675324675,0.6429867144349902,0.5977011494252874,1925,0.1380952380952381,1.542857142857143,1025.1915708812262,1025.1915708812262,4.174142360687256,344.3675310611725,0.051341991341991355,35,1.0,0.05263157894736842,0.0,2.0,52.0,60.0,0.42911877394636017,0.7999066185512742,3.0,0.3181818181818182,0.2
2.0,0.16645161290322583,445,2,0.04916158536585366,0.38064516129032255,7,0.11814024390243902,0,0.38064516129032255,0.019976771196283393,11.263414634146342,SLD2,521.5218585729599,2.0,0.09317543309883003,0.0,467,436.9752978063767,0.06897865853658536,0.2123076923076923,0.0,2.0,180,12.8,0.25,2,,7,2624,6.5580645,128.0,T_0.400_180,5,5.3076923076923075,0.43548387096774194,0.038461538461538464,0.4,0.5,5,2583,0.014285714285714285,310,0.0,5,,2,1.0,1.0,0.5038759689922481,0.0,94.0,5,256.0,0.12388695315524584,0.008130081300813009,151,64,A_TrueMR,25.0,0.16645161290322583,0.4161290322580645,7,0.403125,0.34377591385360856,0.45806451612903226,320,0.1200154858691444,1.5365853658536586,1091.9225806451614,1091.9225806451614,6.5580644607543945,253.41421353816986,0.2831095141308556,41,1.0,0.038461538461538464,0.0,1.0,61.5,69.0,0.38064516129032255,0.48591292842755834,2.0,0.0,1.0
4.0,0.1992857142857143,240,4,0.06798245614035088,0.4253246753246753,7,0.13508771929824562,0,0.4253246753246753,0.027377341659232828,0.010734463276836137,SLD2,473.33809328079224,4.0,0.06254323778260415,0.75,886,488.9783188595526,0.06710526315789474,0.7282608695652174,0.0,4.0,90,0.6333333333333333,542.1875,4,,7,2280,3.7660728,30.8,T_0.372_090,3,0.25,0.5681818181818182,0.2916666666666667,0.372,2.0,3,2242,0.01818181818181818,308,4.0,3,,4,0.25,3.0,0.4,0.0,71.0,3,61.6,1.0169491525423728,0.02564102564102564,339,38,A_TrueMR,17.0,0.1992857142857143,0.5357142857142857,7,0.06798245614035088,0.6781504802066801,0.6006493506493507,2280,0.13737734165923282,0.6440677966101694,1221.4285714285713,1221.4285714285713,3.7660727500915527,302.1421353816986,0.06939488551888194,60,1.0,0.05555555555555555,0.0,1.0,78.0,54.0,0.4253246753246753,0.6383220359204488,4.0,0.28,0.3333333333333333
