sld_name,ground_truth_x,ground_truth_y,best_candidate_x,best_candidate_y,association_distance,stage3_rank,stage4_rank,stage5_rank,template_id,template_scale,template_rotation,chamfer_score,coverage_score,verification_score,combined_score
SLD3,1464,325,1434.0,320.0,24.020824298928627,3551,1469,-1,T_0.400_000,0.4,0,7.170087814331055,0,0,7.170087814331055
SLD3,1494,325,1464.0,320.0,24.020824298928627,3581,1499,-1,T_0.400_000,0.4,0,7.170087814331055,0,0,7.170087814331055
SLD3,1524,325,1494.0,320.0,24.020824298928627,3611,1529,-1,T_0.400_000,0.4,0,7.170087814331055,0,0,7.170087814331055
SLD3,1554,325,1524.0,320.0,24.020824298928627,3641,1559,-1,T_0.400_000,0.4,0,7.170087814331055,0,0,7.170087814331055
SLD3,1584,325,1554.0,320.0,24.020824298928627,3671,1589,-1,T_0.400_000,0.4,0,7.170087814331055,0,0,7.170087814331055
SLD3,1614,325,1584.0,320.0,24.020824298928627,3701,1619,-1,T_0.400_000,0.4,0,7.170087814331055,0,0,7.170087814331055
SLD3,1646,325,1616.0,320.0,24.020824298928627,3733,1651,-1,T_0.400_000,0.4,0,7.170087814331055,0,0,7.170087814331055
SLD7,1726,439,1714.0,425.0,23.11384866265244,4192,1838,-1,T_0.372_090,0.372,90,4.935064792633057,0,0,4.935064792633057
SLD7,1725,519,1726.0,543.0,20.05617112013158,4642,2151,-1,T_0.400_270,0.4,270,6.9082841873168945,0,0,6.9082841873168945
SLD7,1726,17,1714.0,11.0,17.613914953808536,3033,1733,-1,T_0.372_090,0.372,90,4.864245414733887,0,0,4.864245414733887
SLD7,243,711,228.0,729.0,24.520399670478458,5746,1274,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,65,711,56.0,729.0,20.22992832414391,5568,1102,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,97,711,82.0,729.0,24.520399670478458,5600,1128,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,129,711,114.0,729.0,24.520399670478458,5632,1160,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,163,711,148.0,729.0,24.520399670478458,5666,1194,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,193,711,178.0,729.0,24.520399670478458,5696,1224,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,273,711,258.0,729.0,24.520399670478458,5776,1304,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,307,711,292.0,729.0,24.520399670478458,5810,1338,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,339,711,324.0,729.0,24.520399670478458,5842,1370,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,371,711,356.0,729.0,24.520399670478458,5874,1402,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,403,711,388.0,729.0,24.520399670478458,5906,1434,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,435,711,420.0,729.0,24.520399670478458,5938,1466,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,1575,162,1560.0,180.0,24.520399670478458,5420,1019,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,1609,162,1594.0,180.0,24.520399670478458,5454,1053,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,1639,162,1624.0,180.0,24.520399670478458,5484,1083,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,465,711,450.0,729.0,24.520399670478458,5968,1496,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,495,711,480.0,729.0,24.520399670478458,5998,1526,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,525,711,510.0,729.0,24.520399670478458,6028,1556,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,1725,549,1712.0,562.0,17.92344832893492,4663,1901,-1,T_0.400_090,0.4,90,6.675000190734863,0,0,6.675000190734863
SLD7,1725,579,1712.0,564.0,24.520399670478458,4693,1903,-1,T_0.400_090,0.4,90,6.675000190734863,0,0,6.675000190734863
SLD7,1725,609,1712.0,594.0,24.520399670478458,4723,1933,-1,T_0.400_090,0.4,90,6.675000190734863,0,0,6.675000190734863
SLD7,1725,639,1712.0,624.0,24.520399670478458,4753,1963,-1,T_0.400_090,0.4,90,6.675000190734863,0,0,6.675000190734863
