candidate_id,sld_name,template_id,scale,rotation,x,y,chamfer_score,coverage_r0,coverage_r1,coverage_r2,coverage_r3,normalized_score_a,normalized_score_b,normalized_score_c,template_width,template_height,template_area,edge_count,candidate_component_count,template_component_count,component_difference,largest_component_ratio,candidate_contour_count,template_contour_count,contour_difference,candidate_total_contour_area,template_total_contour_area,contour_area_ratio,candidate_total_contour_perimeter,template_total_contour_perimeter,contour_perimeter_ratio,candidate_aspect_ratio,template_aspect_ratio,aspect_ratio_difference,candidate_bbox_area,template_bbox_area,bbox_area_ratio,candidate_edge_density,template_edge_density,density_difference,candidate_foreground_ratio,template_foreground_ratio,occupancy_difference,candidate_euler,template_euler,euler_difference,hole_count_difference,topology_difference,edge_overlap_ratio,localized_chamfer_residual,shape_similarity,template_alignment_quality,VerificationScore,CoverageAreaScore,CoverageScaleScore,CombinedScore,w_actual,h_actual,x1,y1,x2,y2,is_tp_a,is_tp_b
SLD1_00053,SLD1,T_0.400_180,0.4,180,994,117,3.015018939971924,0.2870967741935484,0.6580645161290323,0.7838709677419354,0.8032258064516129,0.2632258064516129,1726.7612903225806,0.0315911730545876,64,41,2624,310,3,7,4,1.0,7,7,0,553.5,61.5,9.0,573.0020878314972,521.5218585729599,1.0987115466251072,1.5609756097560976,1.5365853658536586,0.024390243902439,2624,2583,1.0158730158730158,0.1055640243902439,0.118140243902439,0.0125762195121951,0.1055640243902439,0.1200154858691444,0.0144514614789005,-1,7,8,4,12,0.2870967741935484,3.0150187,0.0113964038425808,0.2870967741935484,0.6358454472793575,1726.7612903225806,0.2632258064516129,691.0860233973999,25.6,16.400000000000002,981.2,108.8,1006.8,125.2,False,False
SLD1_00063,SLD1,T_0.400_180,0.4,180,874,89,2.1079320907592773,0.3258064516129032,0.6516129032258065,0.7451612903225806,0.7935483870967742,0.2606451612903226,1709.832258064516,0.0312814556716995,64,41,2624,310,18,7,11,1.0,24,7,17,400.5,61.5,6.512195121951219,895.3351277112961,521.5218585729599,1.7167739242247704,1.5609756097560976,1.5365853658536586,0.024390243902439,2624,2583,1.0158730158730158,0.1707317073170731,0.118140243902439,0.0525914634146341,0.1707317073170731,0.1200154858691444,0.0507162214479287,12,7,5,6,11,0.3258064516129032,2.107932,0.0425604829543818,0.3258064516129032,0.4722023497308705,1709.832258064516,0.2606451612903226,684.2162246356451,25.6,16.400000000000002,861.2,80.8,886.8,97.2,True,False
SLD1_00066,SLD1,T_0.372_270,0.372,270,591,28,1.169257402420044,0.3258064516129032,0.7451612903225806,0.8548387096774194,0.9193548387096774,0.2772,1698.9677419354837,0.0383282783229259,38,60,2280,310,16,3,13,1.0,22,3,19,619.5,79.0,7.841772151898734,886.5655755996704,492.45079135894775,1.8003130285426876,0.6785714285714286,0.6440677966101694,0.0345036319612591,2128,2242,0.9491525423728814,0.2048245614035087,0.1359649122807017,0.068859649122807,0.2194548872180451,0.1382694023193577,0.0811854848986874,10,3,7,6,13,0.3258064516129032,1.1692574,0.0435759631922447,0.3258064516129032,0.4608321822873202,1698.9677419354837,0.2772,679.8635960835659,14.136,22.32,583.932,16.84,598.068,39.16,False,False
SLD1_00070,SLD1,T_0.400_270,0.4,270,685,207,1.4090088605880735,0.2751479289940828,0.6449704142011834,0.7988165680473372,0.8994082840236687,0.2579881656804734,1692.4023668639052,0.0332317073170731,41,64,2624,338,20,7,13,1.0,29,9,20,796.0,151.5,5.254125412541254,1024.4061951637268,570.3502857685089,1.7961000822212403,0.6949152542372882,0.640625,0.0542902542372881,2419,2624,0.921875,0.2027439024390244,0.1288109756097561,0.0739329268292683,0.2199255890863993,0.1288109756097561,0.0911146134766432,11,5,6,7,13,0.2751479289940828,1.4090089,0.0508754369696914,0.2751479289940828,0.4386768197895849,1692.4023668639052,0.2579881656804734,677.2241528374358,16.400000000000002,25.6,676.8,194.2,693.2,219.8,False,False
SLD1_00095,SLD1,T_0.400_270,0.4,270,1021,44,1.5616806745529177,0.2928994082840236,0.636094674556213,0.7781065088757396,0.8609467455621301,0.2544378698224852,1669.112426035503,0.0327743902439024,41,64,2624,338,15,7,8,1.0,22,9,13,278.0,151.5,1.834983498349835,923.6366440057756,570.3502857685089,1.6194199723442528,0.6833333333333333,0.640625,0.0427083333333333,2460,2624,0.9375,0.1840701219512195,0.1288109756097561,0.0552591463414634,0.1963414634146341,0.1288109756097561,0.067530487804878,8,5,3,5,8,0.2928994082840236,1.5616807,0.0395760027803004,0.2928994082840236,0.4747702289892721,1669.112426035503,0.2544378698224852,667.9298325515948,16.400000000000002,25.6,1012.8,31.2,1029.2,56.8,False,False
SLD1_00115,SLD1,T_0.400_270,0.4,270,1176,159,1.888505220413208,0.3047337278106509,0.6272189349112426,0.7366863905325444,0.8076923076923077,0.250887573964497,1645.8224852071005,0.0323170731707317,41,64,2624,338,17,7,10,1.0,22,9,13,353.0,151.5,2.33003300330033,973.2346231937408,570.3502857685089,1.706380530488158,0.6949152542372882,0.640625,0.0542902542372881,2419,2624,0.921875,0.1897865853658536,0.1288109756097561,0.0609756097560975,0.2058701942951633,0.1288109756097561,0.0770592186854071,12,5,7,3,10,0.3047337278106509,1.8885052,0.0535790073884516,0.3047337278106509,0.4529551018074366,1645.8224852071005,0.250887573964497,658.6007671439247,16.400000000000002,25.6,1167.8,146.2,1184.2,171.8,True,False
SLD1_00176,SLD1,T_0.400_270,0.4,270,494,24,1.6348425149917605,0.2396449704142011,0.6124260355029586,0.7337278106508875,0.8402366863905325,0.2449704142011834,1607.0059171597634,0.0315548780487804,41,64,2624,338,18,7,11,1.0,25,9,16,610.5,151.5,4.02970297029703,904.0802948474884,570.3502857685089,1.58513165927374,0.6949152542372882,0.640625,0.0542902542372881,2419,2624,0.921875,0.1794969512195122,0.1288109756097561,0.0506859756097561,0.194708557255064,0.1288109756097561,0.0658975816453079,11,5,6,5,11,0.2396449704142011,1.6348425,0.0403644471165609,0.2396449704142011,0.4377187288257899,1607.0059171597634,0.2449704142011834,643.0649981012009,16.400000000000002,25.6,485.8,11.2,502.2,36.8,False,False
SLD1_00231,SLD1,T_0.400_090,0.4,90,86,135,1.7247918844223022,0.25625,0.6,0.715625,0.821875,0.24,1574.4,0.029732868757259,41,64,2624,320,15,5,10,1.0,21,7,14,223.5,535.5,0.4173669467787115,921.5361386537552,533.7228692770004,1.726619172047284,0.5625,0.6507936507936508,0.0882936507936508,2304,2583,0.89198606271777,0.1764481707317073,0.1219512195121951,0.0544969512195122,0.2009548611111111,0.1238869531552458,0.0770679079558652,9,3,6,4,10,0.25625,1.7247918,0.0324632278177176,0.25625,0.4329032980061943,1574.4,0.24,630.0197419788037,16.400000000000002,25.6,77.8,122.2,94.2,147.8,True,False
SLD1_00253,SLD1,T_0.400_090,0.4,90,883,71,1.8315603733062744,0.271875,0.596875,0.6875,0.790625,0.23875,1566.2,0.0295780100658149,41,64,2624,320,16,5,11,1.0,22,7,15,408.5,535.5,0.7628384687208216,981.4772629737854,533.7228692770004,1.8389267529482645,0.640625,0.6507936507936508,0.0101686507936508,2624,2583,1.0158730158730158,0.1886432926829268,0.1219512195121951,0.0666920731707317,0.1886432926829268,0.1238869531552458,0.0647563395276809,10,3,7,4,11,0.271875,1.8315604,0.0383032919410282,0.271875,0.4532390873015873,1566.2,0.23875,626.7519434523809,16.400000000000002,25.6,874.8,58.2,891.2,83.8,False,False
SLD1_00285,SLD1,T_0.400_180,0.4,180,476,67,2.305856704711914,0.267741935483871,0.5903225806451613,0.7032258064516129,0.7903225806451613,0.2361290322580645,1549.0064516129032,0.0283391405342624,64,41,2624,310,16,7,9,1.0,21,7,14,428.5,61.5,6.967479674796748,737.5117540359497,521.5218585729599,1.4141531019505162,1.5609756097560976,1.5365853658536586,0.024390243902439,2624,2583,1.0158730158730158,0.1421493902439024,0.118140243902439,0.0240091463414634,0.1421493902439024,0.1200154858691444,0.022133904374758,11,7,4,5,9,0.267741935483871,2.3058567,0.0301293218688309,0.267741935483871,0.4762159217214292,1549.0064516129032,0.2361290322580645,619.8883101981942,25.6,16.400000000000002,463.2,58.8,488.8,75.2,False,False
SLD1_00391,SLD1,T_0.400_180,0.4,180,134,158,1.9411554336547847,0.2419354838709677,0.5741935483870968,0.7096774193548387,0.8193548387096774,0.2296774193548387,1506.683870967742,0.0275648470770422,64,41,2624,310,14,7,7,1.0,17,7,10,413.5,61.5,6.723577235772358,634.4579311609268,521.5218585729599,1.2165509857956749,1.5609756097560976,1.5365853658536586,0.024390243902439,2624,2583,1.0158730158730158,0.126905487804878,0.118140243902439,0.008765243902439,0.126905487804878,0.1200154858691444,0.0068900019357336,11,7,4,3,7,0.2419354838709677,1.9411554,0.0027605034993413,0.2419354838709677,0.494571547213168,1506.683870967742,0.2296774193548387,602.9702913154248,25.6,16.400000000000002,121.2,149.8,146.8,166.2,True,False
SLD1_00463,SLD1,T_0.400_180,0.4,180,1208,177,1.891748070716858,0.2354838709677419,0.5645161290322581,0.7129032258064516,0.8387096774193549,0.2258064516129032,1481.2903225806454,0.02710027100271,64,41,2624,310,16,7,9,1.0,23,7,16,850.5,61.5,13.829268292682928,779.3107426166534,521.5218585729599,1.4943012067587755,1.5609756097560976,1.5365853658536586,0.024390243902439,2624,2583,1.0158730158730158,0.1505335365853658,0.118140243902439,0.0323932926829268,0.1505335365853658,0.1200154858691444,0.0305180507162214,9,7,2,7,9,0.2354838709677419,1.8917481,0.0246965622683604,0.2354838709677419,0.4631848438300051,1481.2903225806454,0.2258064516129032,592.7940399385561,25.6,16.400000000000002,1195.2,168.8,1220.8,185.2,False,False
SLD1_00508,SLD1,T_0.372_180,0.372,180,697,208,1.8198727369308472,0.3003194888178914,0.6421725239616614,0.7507987220447284,0.8338658146964856,0.238888178913738,1464.153354632588,0.033350579839429,60,38,2280,313,20,2,18,1.0,27,2,25,681.5,83.0,8.210843373493976,629.9726496934891,492.45079159736633,1.279260101603334,1.5789473684210529,1.5526315789473684,0.0263157894736842,2280,2242,1.0169491525423728,0.1425438596491228,0.1372807017543859,0.0052631578947368,0.1425438596491228,0.139607493309545,0.0029363663395777,13,2,11,7,18,0.3003194888178914,1.8198727,0.0203613520996943,0.3003194888178914,0.4831927839037676,1464.153354632588,0.238888178913738,585.9512575233774,22.32,14.136,685.84,200.932,708.16,215.068,False,False
